"","Monocyte","Neutrophil","Undifferentiated","Other","Monocyte_proportion","Neutrophil_proportion","Undifferentiated_proportion","Other_proportion","lineage_size","entropy"
"Lineage_269",1,0,0,0,1,0,0,0,1,0
"Lineage_2690",0,0,0,9,0,0,0,1,9,NA
"Lineage_2693",0,1,2,0,0,0.333333333333333,0.666666666666667,0,3,0.91829583405449
"Lineage_2697",0,0,12,0,0,0,1,0,12,1
"Lineage_2703",0,1,0,0,0,1,0,0,1,0
"Lineage_2704",1,0,0,0,1,0,0,0,1,0
"Lineage_2705",0,0,7,0,0,0,1,0,7,1
"Lineage_2707",0,4,1,2,0,0.571428571428571,0.142857142857143,0.285714285714286,7,NA
"Lineage_2708",0,0,3,8,0,0,0.272727272727273,0.727272727272727,11,NA
"Lineage_271",0,0,6,15,0,0,0.285714285714286,0.714285714285714,21,NA
"Lineage_2711",0,5,0,0,0,1,0,0,5,0
"Lineage_2712",20,0,1,0,0.952380952380952,0,0.0476190476190476,0,21,0.162326180175393
"Lineage_2717",0,8,0,0,0,1,0,0,8,0
"Lineage_272",0,0,7,0,0,0,1,0,7,1
"Lineage_2722",0,0,0,15,0,0,0,1,15,NA
"Lineage_2723",0,0,7,0,0,0,1,0,7,1
"Lineage_2724",2,3,5,11,0.0952380952380952,0.142857142857143,0.238095238095238,0.523809523809524,21,NA
"Lineage_2732",5,0,0,0,1,0,0,0,5,0
"Lineage_2733",0,0,0,3,0,0,0,1,3,NA
"Lineage_2734",0,0,5,0,0,0,1,0,5,1
"Lineage_2735",6,4,0,0,0.6,0.4,0,0,10,0.970950594454669
"Lineage_2738",6,0,1,0,0.857142857142857,0,0.142857142857143,0,7,0.371232326640876
"Lineage_2741",0,0,0,3,0,0,0,1,3,NA
"Lineage_2742",1,0,0,0,1,0,0,0,1,0
"Lineage_2743",3,0,0,0,1,0,0,0,3,0
"Lineage_2744",0,0,0,15,0,0,0,1,15,NA
"Lineage_2747",1,6,0,0,0.142857142857143,0.857142857142857,0,0,7,0.591672778582327
"Lineage_2749",1,0,24,1,0.0384615384615385,0,0.923076923076923,0.0384615384615385,26,NA
"Lineage_2754",0,6,2,1,0,0.666666666666667,0.222222222222222,0.111111111111111,9,NA
"Lineage_2758",0,1,4,0,0,0.2,0.8,0,5,0.970950594454669
"Lineage_2759",0,0,0,6,0,0,0,1,6,NA
"Lineage_276",0,1,1,0,0,0.5,0.5,0,2,0.811278124459133
"Lineage_2760",0,0,4,1,0,0,0.8,0.2,5,NA
"Lineage_2761",0,0,0,4,0,0,0,1,4,NA
"Lineage_2766",3,1,5,0,0.333333333333333,0.111111111111111,0.555555555555556,0,9,0.964078764808229
"Lineage_2767",0,4,2,0,0,0.666666666666667,0.333333333333333,0,6,0.650022421648354
"Lineage_2768",0,0,0,33,0,0,0,1,33,NA
"Lineage_277",10,0,5,0,0.666666666666667,0,0.333333333333333,0,15,0.650022421648354
"Lineage_2772",0,2,2,16,0,0.1,0.1,0.8,20,NA
"Lineage_2773",0,0,5,0,0,0,1,0,5,1
"Lineage_2774",0,0,20,0,0,0,1,0,20,1
"Lineage_2776",0,0,3,4,0,0,0.428571428571429,0.571428571428571,7,NA
"Lineage_2777",0,0,6,0,0,0,1,0,6,1
"Lineage_2782",0,7,0,0,0,1,0,0,7,0
"Lineage_2785",0,0,8,0,0,0,1,0,8,1
"Lineage_2788",0,4,0,0,0,1,0,0,4,0
"Lineage_2791",3,0,0,0,1,0,0,0,3,0
"Lineage_2800",0,0,7,0,0,0,1,0,7,1
"Lineage_2802",0,0,4,0,0,0,1,0,4,1
"Lineage_2804",6,0,0,0,1,0,0,0,6,0
"Lineage_2806",1,1,0,0,0.5,0.5,0,0,2,1
"Lineage_2808",0,0,3,0,0,0,1,0,3,1
"Lineage_281",0,0,0,4,0,0,0,1,4,NA
"Lineage_2810",0,1,0,4,0,0.2,0,0.8,5,NA
"Lineage_2811",1,45,0,0,0.0217391304347826,0.978260869565217,0,0,46,0.151096970517114
"Lineage_2814",0,0,6,0,0,0,1,0,6,1
"Lineage_2815",0,5,1,0,0,0.833333333333333,0.166666666666667,0,6,0.413816850303634
"Lineage_2816",0,2,2,0,0,0.5,0.5,0,4,0.811278124459133
"Lineage_2818",0,0,0,5,0,0,0,1,5,NA
"Lineage_2819",0,0,4,0,0,0,1,0,4,1
"Lineage_2821",0,2,4,0,0,0.333333333333333,0.666666666666667,0,6,0.91829583405449
"Lineage_2824",0,0,4,0,0,0,1,0,4,1
"Lineage_283",0,1,5,5,0,0.0909090909090909,0.454545454545455,0.454545454545455,11,NA
"Lineage_2831",8,55,4,2,0.115942028985507,0.797101449275362,0.0579710144927536,0.0289855072463768,69,NA
"Lineage_2832",0,1,2,1,0,0.25,0.5,0.25,4,NA
"Lineage_2834",10,1,11,0,0.454545454545455,0.0454545454545455,0.5,0,22,0.87566339232304
"Lineage_2838",0,0,6,0,0,0,1,0,6,1
"Lineage_284",0,0,0,8,0,0,0,1,8,NA
"Lineage_2843",0,0,0,9,0,0,0,1,9,NA
"Lineage_2845",0,0,1,4,0,0,0.2,0.8,5,NA
"Lineage_2846",13,3,2,0,0.722222222222222,0.166666666666667,0.111111111111111,0,18,0.76420450650862
"Lineage_2848",2,0,2,16,0.1,0,0.1,0.8,20,NA
"Lineage_2849",0,0,3,0,0,0,1,0,3,1
"Lineage_285",0,9,0,0,0,1,0,0,9,0
"Lineage_2850",0,0,7,0,0,0,1,0,7,1
"Lineage_2852",0,0,10,0,0,0,1,0,10,1
"Lineage_2858",0,0,1,1,0,0,0.5,0.5,2,NA
"Lineage_2859",2,0,2,0,0.5,0,0.5,0,4,0.811278124459133
"Lineage_2860",0,1,0,0,0,1,0,0,1,0
"Lineage_2861",0,0,8,0,0,0,1,0,8,1
"Lineage_2862",2,0,0,10,0.166666666666667,0,0,0.833333333333333,12,NA
"Lineage_2863",2,0,1,0,0.666666666666667,0,0.333333333333333,0,3,0.650022421648354
"Lineage_2865",0,0,6,0,0,0,1,0,6,1
"Lineage_2868",1,8,1,0,0.1,0.8,0.1,0,10,0.6098403047164
"Lineage_2870",7,0,4,0,0.636363636363636,0,0.363636363636364,0,11,0.684038435639042
"Lineage_2875",0,0,5,0,0,0,1,0,5,1
"Lineage_2876",0,0,0,3,0,0,0,1,3,NA
"Lineage_2877",0,2,0,0,0,1,0,0,2,0
"Lineage_288",0,0,0,4,0,0,0,1,4,NA
"Lineage_2881",0,0,9,0,0,0,1,0,9,1
"Lineage_2884",0,5,0,0,0,1,0,0,5,0
"Lineage_2886",9,0,0,0,1,0,0,0,9,0
"Lineage_2887",0,0,2,53,0,0,0.0363636363636364,0.963636363636364,55,NA
"Lineage_2890",0,0,2,3,0,0,0.4,0.6,5,NA
"Lineage_2891",0,0,0,2,0,0,0,1,2,NA
"Lineage_2894",0,0,5,0,0,0,1,0,5,1
"Lineage_2896",2,0,0,0,1,0,0,0,2,0
"Lineage_2898",2,0,1,0,0.666666666666667,0,0.333333333333333,0,3,0.650022421648354
"Lineage_29",0,0,2,1,0,0,0.666666666666667,0.333333333333333,3,NA
"Lineage_2903",0,0,3,3,0,0,0.5,0.5,6,NA
"Lineage_2904",0,1,4,0,0,0.2,0.8,0,5,0.970950594454669
"Lineage_2905",2,15,12,0,0.0689655172413793,0.517241379310345,0.413793103448276,0,29,0.849751137253297
"Lineage_2906",1,0,0,0,1,0,0,0,1,0
"Lineage_2907",0,0,1,14,0,0,0.0666666666666667,0.933333333333333,15,NA
"Lineage_291",0,0,1,6,0,0,0.142857142857143,0.857142857142857,7,NA
"Lineage_2913",0,0,7,0,0,0,1,0,7,1
"Lineage_2914",0,0,2,0,0,0,1,0,2,1
"Lineage_2915",0,5,1,0,0,0.833333333333333,0.166666666666667,0,6,0.413816850303634
"Lineage_2916",0,0,4,1,0,0,0.8,0.2,5,NA
"Lineage_292",65,15,12,2,0.691489361702128,0.159574468085106,0.127659574468085,0.0212765957446809,94,NA
"Lineage_2921",1,0,0,0,1,0,0,0,1,0
"Lineage_2922",1,2,0,0,0.333333333333333,0.666666666666667,0,0,3,0.91829583405449
"Lineage_2925",0,0,6,0,0,0,1,0,6,1
"Lineage_2927",18,0,1,0,0.947368421052632,0,0.0526315789473684,0,19,0.175565025857503
"Lineage_2928",4,5,8,0,0.235294117647059,0.294117647058824,0.470588235294118,0,17,0.997502546369115
"Lineage_293",0,0,7,1,0,0,0.875,0.125,8,NA
"Lineage_2930",0,0,3,0,0,0,1,0,3,1
"Lineage_2932",1,0,13,0,0.0714285714285714,0,0.928571428571429,0,14,0.996316519558962
"Lineage_2934",0,0,4,0,0,0,1,0,4,1
"Lineage_2936",2,0,0,0,1,0,0,0,2,0
"Lineage_2937",0,0,2,3,0,0,0.4,0.6,5,NA
"Lineage_2938",0,0,10,9,0,0,0.526315789473684,0.473684210526316,19,NA
"Lineage_2939",1,1,0,0,0.5,0.5,0,0,2,1
"Lineage_294",0,4,0,0,0,1,0,0,4,0
"Lineage_2942",0,0,24,0,0,0,1,0,24,1
"Lineage_2943",1,0,6,0,0.142857142857143,0,0.857142857142857,0,7,0.985228136034252
"Lineage_2944",4,0,0,0,1,0,0,0,4,0
"Lineage_2946",2,2,1,0,0.4,0.4,0.2,0,5,1
"Lineage_2948",0,7,6,0,0,0.538461538461538,0.461538461538462,0,13,0.779349837292085
"Lineage_2949",0,1,10,0,0,0.0909090909090909,0.909090909090909,0,11,0.994030211476956
"Lineage_2950",0,0,7,0,0,0,1,0,7,1
"Lineage_2955",0,0,9,0,0,0,1,0,9,1
"Lineage_2957",13,12,11,0,0.361111111111111,0.333333333333333,0.305555555555556,0,36,0.999443333090299
"Lineage_2958",1,0,0,0,1,0,0,0,1,0
"Lineage_2959",1,9,0,0,0.1,0.9,0,0,10,0.468995593589281
"Lineage_296",0,3,0,0,0,1,0,0,3,0
"Lineage_2961",0,0,0,3,0,0,0,1,3,NA
"Lineage_2962",0,2,0,0,0,1,0,0,2,0
"Lineage_2963",0,0,7,0,0,0,1,0,7,1
"Lineage_2966",0,0,4,0,0,0,1,0,4,1
"Lineage_2967",7,2,2,0,0.636363636363636,0.181818181818182,0.181818181818182,0,11,0.845350936622436
"Lineage_2969",19,0,0,0,1,0,0,0,19,0
"Lineage_2970",0,6,2,0,0,0.75,0.25,0,8,0.543564443199596
"Lineage_2972",0,0,15,0,0,0,1,0,15,1
"Lineage_2974",10,2,19,0,0.32258064516129,0.0645161290322581,0.612903225806452,0,31,0.951412253533021
"Lineage_2976",3,0,0,0,1,0,0,0,3,0
"Lineage_2978",0,17,2,0,0,0.894736842105263,0.105263157894737,0,19,0.29747224891929
"Lineage_2979",0,0,11,0,0,0,1,0,11,1
"Lineage_2980",1,0,5,0,0.166666666666667,0,0.833333333333333,0,6,0.979868756651153
"Lineage_2985",0,0,8,0,0,0,1,0,8,1
"Lineage_2986",4,1,0,0,0.8,0.2,0,0,5,0.721928094887362
"Lineage_2989",1,0,2,0,0.333333333333333,0,0.666666666666667,0,3,0.91829583405449
"Lineage_299",3,0,2,0,0.6,0,0.4,0,5,0.721928094887362
"Lineage_2992",0,0,0,4,0,0,0,1,4,NA
"Lineage_2994",0,0,11,12,0,0,0.478260869565217,0.521739130434783,23,NA
"Lineage_2998",11,0,9,0,0.55,0,0.45,0,20,0.769192829013014
"Lineage_30",0,0,5,0,0,0,1,0,5,1
"Lineage_300",0,8,0,1,0,0.888888888888889,0,0.111111111111111,9,NA
"Lineage_3000",4,0,2,0,0.666666666666667,0,0.333333333333333,0,6,0.650022421648354
"Lineage_3004",19,0,7,0,0.730769230769231,0,0.269230769230769,0,26,0.56996137604035
"Lineage_3005",8,0,0,0,1,0,0,0,8,0
"Lineage_3006",0,0,4,0,0,0,1,0,4,1
"Lineage_3009",0,0,1,0,0,0,1,0,1,1
"Lineage_301",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_3010",0,4,0,0,0,1,0,0,4,0
"Lineage_3013",3,0,0,0,1,0,0,0,3,0
"Lineage_3016",0,11,0,0,0,1,0,0,11,0
"Lineage_3024",0,1,0,0,0,1,0,0,1,0
"Lineage_3026",6,0,1,0,0.857142857142857,0,0.142857142857143,0,7,0.371232326640876
"Lineage_3027",0,0,3,5,0,0,0.375,0.625,8,NA
"Lineage_3029",0,0,4,0,0,0,1,0,4,1
"Lineage_3033",2,5,4,0,0.181818181818182,0.454545454545455,0.363636363636364,0,11,0.94566030460064
"Lineage_3038",0,0,5,0,0,0,1,0,5,1
"Lineage_3039",0,0,8,0,0,0,1,0,8,1
"Lineage_3044",0,3,5,0,0,0.375,0.625,0,8,0.896038232534557
"Lineage_3046",7,0,2,0,0.777777777777778,0,0.222222222222222,0,9,0.503258334775646
"Lineage_3048",0,0,8,0,0,0,1,0,8,1
"Lineage_3050",0,0,2,0,0,0,1,0,2,1
"Lineage_3054",11,0,2,0,0.846153846153846,0,0.153846153846154,0,13,0.391243563629256
"Lineage_3058",0,3,1,0,0,0.75,0.25,0,4,0.543564443199596
"Lineage_3059",0,0,10,0,0,0,1,0,10,1
"Lineage_306",5,1,0,0,0.833333333333333,0.166666666666667,0,0,6,0.650022421648354
"Lineage_3061",0,0,0,4,0,0,0,1,4,NA
"Lineage_3065",0,0,2,2,0,0,0.5,0.5,4,NA
"Lineage_3066",0,12,0,0,0,1,0,0,12,0
"Lineage_3069",9,0,1,0,0.9,0,0.1,0,10,0.286396957115956
"Lineage_307",0,0,5,0,0,0,1,0,5,1
"Lineage_3070",0,0,23,0,0,0,1,0,23,1
"Lineage_3071",0,0,4,0,0,0,1,0,4,1
"Lineage_3075",0,0,1,8,0,0,0.111111111111111,0.888888888888889,9,NA
"Lineage_3076",1,2,0,0,0.333333333333333,0.666666666666667,0,0,3,0.91829583405449
"Lineage_308",9,0,3,0,0.75,0,0.25,0,12,0.543564443199596
"Lineage_3080",0,0,1,12,0,0,0.0769230769230769,0.923076923076923,13,NA
"Lineage_3083",2,0,26,0,0.0714285714285714,0,0.928571428571429,0,28,0.996316519558962
"Lineage_3084",0,0,4,0,0,0,1,0,4,1
"Lineage_3085",4,4,6,0,0.285714285714286,0.285714285714286,0.428571428571429,0,14,1
"Lineage_3087",0,2,0,0,0,1,0,0,2,0
"Lineage_3088",0,0,17,0,0,0,1,0,17,1
"Lineage_3089",1,0,0,0,1,0,0,0,1,0
"Lineage_3091",0,0,0,4,0,0,0,1,4,NA
"Lineage_3093",0,0,3,32,0,0,0.0857142857142857,0.914285714285714,35,NA
"Lineage_3094",1,0,6,0,0.142857142857143,0,0.857142857142857,0,7,0.985228136034252
"Lineage_3095",1,0,0,0,1,0,0,0,1,0
"Lineage_3096",2,0,1,0,0.666666666666667,0,0.333333333333333,0,3,0.650022421648354
"Lineage_3097",1,0,0,0,1,0,0,0,1,0
"Lineage_3098",2,0,0,0,1,0,0,0,2,0
"Lineage_3104",0,0,14,0,0,0,1,0,14,1
"Lineage_311",0,3,0,0,0,1,0,0,3,0
"Lineage_3111",1,19,5,0,0.04,0.76,0.2,0,25,0.584238811642856
"Lineage_3113",0,0,8,0,0,0,1,0,8,1
"Lineage_3114",0,4,3,0,0,0.571428571428571,0.428571428571429,0,7,0.74959525725948
"Lineage_3116",0,15,0,0,0,1,0,0,15,0
"Lineage_3117",0,8,2,0,0,0.8,0.2,0,10,0.468995593589281
"Lineage_3118",11,0,4,2,0.647058823529412,0,0.235294117647059,0.117647058823529,17,NA
"Lineage_3122",0,0,0,8,0,0,0,1,8,NA
"Lineage_3124",0,0,5,0,0,0,1,0,5,1
"Lineage_3125",12,0,0,0,1,0,0,0,12,0
"Lineage_3126",0,0,5,0,0,0,1,0,5,1
"Lineage_3127",3,0,2,0,0.6,0,0.4,0,5,0.721928094887362
"Lineage_3129",0,0,6,1,0,0,0.857142857142857,0.142857142857143,7,NA
"Lineage_3130",0,0,8,1,0,0,0.888888888888889,0.111111111111111,9,NA
"Lineage_3132",0,1,0,1,0,0.5,0,0.5,2,NA
"Lineage_3134",2,0,1,0,0.666666666666667,0,0.333333333333333,0,3,0.650022421648354
"Lineage_3135",0,0,7,1,0,0,0.875,0.125,8,NA
"Lineage_3136",0,2,0,4,0,0.333333333333333,0,0.666666666666667,6,NA
"Lineage_3137",5,0,0,0,1,0,0,0,5,0
"Lineage_3138",0,0,4,0,0,0,1,0,4,1
"Lineage_3140",0,3,0,4,0,0.428571428571429,0,0.571428571428571,7,NA
"Lineage_3141",0,0,13,0,0,0,1,0,13,1
"Lineage_3148",0,3,0,0,0,1,0,0,3,0
"Lineage_3151",0,0,0,7,0,0,0,1,7,NA
"Lineage_3153",3,0,2,0,0.6,0,0.4,0,5,0.721928094887362
"Lineage_3155",0,2,2,0,0,0.5,0.5,0,4,0.811278124459133
"Lineage_3156",6,0,0,0,1,0,0,0,6,0
"Lineage_3160",0,0,0,5,0,0,0,1,5,NA
"Lineage_3164",0,0,6,0,0,0,1,0,6,1
"Lineage_3165",26,37,9,0,0.361111111111111,0.513888888888889,0.125,0,72,0.983096873712237
"Lineage_3166",4,0,3,1,0.5,0,0.375,0.125,8,NA
"Lineage_3168",0,0,0,2,0,0,0,1,2,NA
"Lineage_3171",0,29,2,0,0,0.935483870967742,0.0645161290322581,0,31,0.205592508185083
"Lineage_3172",0,0,4,0,0,0,1,0,4,1
"Lineage_3174",0,0,5,0,0,0,1,0,5,1
"Lineage_3176",1,2,1,0,0.25,0.5,0.25,0,4,0.954434002924965
"Lineage_3178",0,0,0,2,0,0,0,1,2,NA
"Lineage_3179",1,4,1,0,0.166666666666667,0.666666666666667,0.166666666666667,0,6,0.811278124459133
"Lineage_3181",2,0,2,0,0.5,0,0.5,0,4,0.811278124459133
"Lineage_3188",0,0,0,16,0,0,0,1,16,NA
"Lineage_3196",0,1,0,0,0,1,0,0,1,0
"Lineage_320",15,0,2,0,0.882352941176471,0,0.117647058823529,0,17,0.322756958897398
"Lineage_3200",2,0,0,0,1,0,0,0,2,0
"Lineage_3204",0,0,2,0,0,0,1,0,2,1
"Lineage_3205",0,0,4,4,0,0,0.5,0.5,8,NA
"Lineage_3206",0,2,0,0,0,1,0,0,2,0
"Lineage_3209",4,0,0,0,1,0,0,0,4,0
"Lineage_3212",28,0,1,1,0.933333333333333,0,0.0333333333333333,0.0333333333333333,30,NA
"Lineage_3213",7,4,3,0,0.5,0.285714285714286,0.214285714285714,0,14,0.966618632548103
"Lineage_3215",0,4,0,0,0,1,0,0,4,0
"Lineage_3216",0,11,1,0,0,0.916666666666667,0.0833333333333333,0,12,0.249882292833185
"Lineage_3217",16,7,8,0,0.516129032258065,0.225806451612903,0.258064516129032,0,31,0.938315352233407
"Lineage_3219",0,0,0,2,0,0,0,1,2,NA
"Lineage_3220",0,0,6,0,0,0,1,0,6,1
"Lineage_3221",4,0,1,0,0.8,0,0.2,0,5,0.468995593589281
"Lineage_3222",0,4,0,0,0,1,0,0,4,0
"Lineage_3223",0,0,2,0,0,0,1,0,2,1
"Lineage_3227",7,0,1,0,0.875,0,0.125,0,8,0.337290066617014
"Lineage_3230",1,0,0,0,1,0,0,0,1,0
"Lineage_3237",0,0,4,0,0,0,1,0,4,1
"Lineage_3240",0,0,6,0,0,0,1,0,6,1
"Lineage_3242",1,5,1,0,0.142857142857143,0.714285714285714,0.142857142857143,0,7,0.74959525725948
"Lineage_325",0,0,1,32,0,0,0.0303030303030303,0.96969696969697,33,NA
"Lineage_3250",0,0,22,63,0,0,0.258823529411765,0.741176470588235,85,NA
"Lineage_3252",4,0,3,0,0.571428571428571,0,0.428571428571429,0,7,0.74959525725948
"Lineage_3253",19,0,23,0,0.452380952380952,0,0.547619047619048,0,42,0.846878106342482
"Lineage_3256",0,0,0,8,0,0,0,1,8,NA
"Lineage_3258",0,0,13,0,0,0,1,0,13,1
"Lineage_3263",0,0,1,0,0,0,1,0,1,1
"Lineage_3265",0,0,12,12,0,0,0.5,0.5,24,NA
"Lineage_3266",0,0,0,4,0,0,0,1,4,NA
"Lineage_3268",2,0,4,0,0.333333333333333,0,0.666666666666667,0,6,0.91829583405449
"Lineage_3269",0,0,0,48,0,0,0,1,48,NA
"Lineage_327",0,1,0,4,0,0.2,0,0.8,5,NA
"Lineage_3270",0,2,1,0,0,0.666666666666667,0.333333333333333,0,3,0.650022421648354
"Lineage_3277",0,0,2,1,0,0,0.666666666666667,0.333333333333333,3,NA
"Lineage_3279",0,0,1,0,0,0,1,0,1,1
"Lineage_3280",13,1,0,0,0.928571428571429,0.0714285714285714,0,0,14,0.371232326640876
"Lineage_3284",0,0,1,4,0,0,0.2,0.8,5,NA
"Lineage_3285",0,0,5,1,0,0,0.833333333333333,0.166666666666667,6,NA
"Lineage_3286",0,0,0,8,0,0,0,1,8,NA
"Lineage_3289",0,0,0,22,0,0,0,1,22,NA
"Lineage_329",0,0,7,0,0,0,1,0,7,1
"Lineage_3291",5,0,4,1,0.5,0,0.4,0.1,10,NA
"Lineage_3292",0,0,14,0,0,0,1,0,14,1
"Lineage_3294",0,0,0,13,0,0,0,1,13,NA
"Lineage_3295",0,0,5,0,0,0,1,0,5,1
"Lineage_3296",5,15,5,0,0.2,0.6,0.2,0,25,0.881290899230693
"Lineage_3298",0,0,0,5,0,0,0,1,5,NA
"Lineage_3300",0,0,14,2,0,0,0.875,0.125,16,NA
"Lineage_3301",2,32,0,0,0.0588235294117647,0.941176470588235,0,0,34,0.322756958897398
"Lineage_3302",1,1,2,0,0.25,0.25,0.5,0,4,1
"Lineage_3304",0,0,0,5,0,0,0,1,5,NA
"Lineage_3307",0,5,0,0,0,1,0,0,5,0
"Lineage_331",4,0,1,0,0.8,0,0.2,0,5,0.468995593589281
"Lineage_3311",1,0,0,0,1,0,0,0,1,0
"Lineage_3313",8,0,3,0,0.727272727272727,0,0.272727272727273,0,11,0.574635697837679
"Lineage_3315",26,0,0,0,1,0,0,0,26,0
"Lineage_3318",0,0,13,0,0,0,1,0,13,1
"Lineage_3319",0,4,1,0,0,0.8,0.2,0,5,0.468995593589281
"Lineage_3320",0,0,5,0,0,0,1,0,5,1
"Lineage_3323",0,0,3,10,0,0,0.230769230769231,0.769230769230769,13,NA
"Lineage_3324",0,16,0,0,0,1,0,0,16,0
"Lineage_3327",0,4,3,0,0,0.571428571428571,0.428571428571429,0,7,0.74959525725948
"Lineage_3328",0,0,1,1,0,0,0.5,0.5,2,NA
"Lineage_333",1,0,0,0,1,0,0,0,1,0
"Lineage_3330",6,12,6,0,0.25,0.5,0.25,0,24,0.954434002924965
"Lineage_3334",0,2,0,0,0,1,0,0,2,0
"Lineage_3335",8,0,2,0,0.8,0,0.2,0,10,0.468995593589281
"Lineage_3336",0,4,12,0,0,0.25,0.75,0,16,0.954434002924965
"Lineage_3338",7,2,15,0,0.291666666666667,0.0833333333333333,0.625,0,24,0.968461008760162
"Lineage_3339",4,17,2,0,0.173913043478261,0.739130434782609,0.0869565217391304,0,23,0.755375412561429
"Lineage_334",0,4,0,0,0,1,0,0,4,0
"Lineage_3345",19,77,8,1,0.180952380952381,0.733333333333333,0.0761904761904762,0.00952380952380952,105,NA
"Lineage_3346",0,3,0,0,0,1,0,0,3,0
"Lineage_3348",0,0,6,0,0,0,1,0,6,1
"Lineage_3349",10,1,21,1,0.303030303030303,0.0303030303030303,0.636363636363636,0.0303030303030303,33,NA
"Lineage_3350",0,0,7,0,0,0,1,0,7,1
"Lineage_3351",0,0,6,0,0,0,1,0,6,1
"Lineage_3353",0,3,1,8,0,0.25,0.0833333333333333,0.666666666666667,12,NA
"Lineage_3356",0,0,9,0,0,0,1,0,9,1
"Lineage_3357",0,0,8,0,0,0,1,0,8,1
"Lineage_3359",5,5,14,0,0.208333333333333,0.208333333333333,0.583333333333333,0,24,1
"Lineage_336",1,0,0,0,1,0,0,0,1,0
"Lineage_3361",0,0,12,0,0,0,1,0,12,1
"Lineage_3363",0,1,1,0,0,0.5,0.5,0,2,0.811278124459133
"Lineage_3364",0,0,2,8,0,0,0.2,0.8,10,NA
"Lineage_3366",0,0,0,4,0,0,0,1,4,NA
"Lineage_3368",0,0,16,0,0,0,1,0,16,1
"Lineage_3369",6,2,2,0,0.6,0.2,0.2,0,10,0.881290899230693
"Lineage_3372",0,0,1,8,0,0,0.111111111111111,0.888888888888889,9,NA
"Lineage_3374",0,0,0,21,0,0,0,1,21,NA
"Lineage_3377",0,0,0,11,0,0,0,1,11,NA
"Lineage_3378",0,0,0,10,0,0,0,1,10,NA
"Lineage_3382",2,24,3,2,0.0645161290322581,0.774193548387097,0.0967741935483871,0.0645161290322581,31,NA
"Lineage_3383",0,0,1,39,0,0,0.025,0.975,40,NA
"Lineage_3384",0,16,8,0,0,0.666666666666667,0.333333333333333,0,24,0.650022421648354
"Lineage_3385",3,0,0,0,1,0,0,0,3,0
"Lineage_3388",0,5,2,0,0,0.714285714285714,0.285714285714286,0,7,0.591672778582327
"Lineage_339",0,0,0,7,0,0,0,1,7,NA
"Lineage_3391",0,0,0,20,0,0,0,1,20,NA
"Lineage_3394",0,0,9,4,0,0,0.692307692307692,0.307692307692308,13,NA
"Lineage_3398",0,0,11,0,0,0,1,0,11,1
"Lineage_3399",0,13,0,0,0,1,0,0,13,0
"Lineage_34",1,0,6,0,0.142857142857143,0,0.857142857142857,0,7,0.985228136034252
"Lineage_340",0,0,2,29,0,0,0.0645161290322581,0.935483870967742,31,NA
"Lineage_3400",2,2,0,0,0.5,0.5,0,0,4,1
"Lineage_3407",0,1,5,0,0,0.166666666666667,0.833333333333333,0,6,0.979868756651153
"Lineage_341",0,0,6,0,0,0,1,0,6,1
"Lineage_3411",0,8,5,0,0,0.615384615384615,0.384615384615385,0,13,0.706274089187601
"Lineage_3412",1,0,0,0,1,0,0,0,1,0
"Lineage_3413",0,0,0,6,0,0,0,1,6,NA
"Lineage_3415",0,5,1,0,0,0.833333333333333,0.166666666666667,0,6,0.413816850303634
"Lineage_3417",8,0,0,0,1,0,0,0,8,0
"Lineage_3418",5,0,0,0,1,0,0,0,5,0
"Lineage_3419",0,0,9,0,0,0,1,0,9,1
"Lineage_3421",0,0,0,2,0,0,0,1,2,NA
"Lineage_3423",0,3,0,0,0,1,0,0,3,0
"Lineage_3424",0,2,0,0,0,1,0,0,2,0
"Lineage_3425",2,0,0,0,1,0,0,0,2,0
"Lineage_3429",1,0,0,0,1,0,0,0,1,0
"Lineage_343",4,0,0,0,1,0,0,0,4,0
"Lineage_3438",21,1,39,0,0.344262295081967,0.0163934426229508,0.639344262295082,0,61,0.921003875079312
"Lineage_3442",0,0,5,0,0,0,1,0,5,1
"Lineage_3447",0,0,5,0,0,0,1,0,5,1
"Lineage_3448",0,1,0,0,0,1,0,0,1,0
"Lineage_3453",3,2,34,0,0.0769230769230769,0.0512820512820513,0.871794871794872,0,39,0.999525689293649
"Lineage_3454",0,3,0,0,0,1,0,0,3,0
"Lineage_3456",0,0,4,0,0,0,1,0,4,1
"Lineage_3459",1,0,0,0,1,0,0,0,1,0
"Lineage_346",0,9,6,20,0,0.257142857142857,0.171428571428571,0.571428571428571,35,NA
"Lineage_3462",0,0,12,0,0,0,1,0,12,1
"Lineage_3468",11,0,1,0,0.916666666666667,0,0.0833333333333333,0,12,0.249882292833185
"Lineage_3469",1,3,1,0,0.2,0.6,0.2,0,5,0.881290899230693
"Lineage_3470",0,0,12,0,0,0,1,0,12,1
"Lineage_3473",1,18,2,0,0.0476190476190476,0.857142857142857,0.0952380952380952,0,21,0.453716339186945
"Lineage_3474",3,6,0,0,0.333333333333333,0.666666666666667,0,0,9,0.91829583405449
"Lineage_3475",5,0,0,0,1,0,0,0,5,0
"Lineage_3478",0,0,0,1,0,0,0,1,1,NA
"Lineage_3479",3,0,0,0,1,0,0,0,3,0
"Lineage_348",0,0,8,0,0,0,1,0,8,1
