,gene,score_001_15,score_005_50,rank_1,rank_2
1903,Tmem64,0.0029642836,0.0038986278,568.0,651.0
1904,Zdhhc9,0.0029318035,0.004078784,580.0,608.0
1905,Agpat4,0.003595398,0.00523141,352.0,315.0
1906,Akap13,0.0038175338,0.005664059,261.0,233.0
1907,Sort1,0.0024594322,0.0034312939,745.0,747.0
1908,Snap47,0.0040441095,0.005804507,192.0,211.0
1909,Map4k3,0.0031937652,0.0051481505,493.0,332.0
1910,Scrn3,0.0026126273,0.003972303,694.0,630.0
1911,Sepsecs,0.0015974073,0.0022622566,1021.0,1025.0
1912,Ece1,0.0038346574,0.006108237,253.0,153.0
1913,Tsc22d1,0.003776649,0.0058479034,280.0,203.0
1914,Ikbkg,0.0027258364,0.003928352,651.0,644.0
1915,Nfia,0.003644869,0.005136041,331.0,336.0
1916,Peli1,0.0026296217,0.004219338,685.0,568.0
1917,Tef,0.002534046,0.0039222287,720.0,645.0
1918,Slc30a1,0.0021924127,0.003173632,838.0,810.0
1919,Efnb2,0.0040261564,0.0064249863,196.0,111.0
1920,Scd2,0.0033671465,0.0056065936,422.0,244.0
1921,Foxp4,0.0028692205,0.004047187,598.0,619.0
1922,Amotl2,0.004074429,0.0054117204,182.0,279.0
1923,Agap1,0.0037485596,0.0061027287,290.0,154.0
1924,Lpgat1,0.0036529175,0.0052176933,326.0,317.0
1925,Ppp6r1,0.0033506167,0.0047736038,429.0,433.0
1926,Gria3,0.0032940859,0.00513638,447.0,335.0
1927,Scarf2,0.0032007343,0.004173672,490.0,581.0
1928,Dag1,0.0034189955,0.005173618,404.0,326.0
1929,Agrn,0.0030963232,0.0041108513,526.0,599.0
1930,Tns3,0.003280685,0.0048518963,450.0,404.0
1931,Vav2,0.003261876,0.004076654,460.0,609.0
1932,Mindy2,0.0032118924,0.004814172,486.0,413.0
1933,Cdc34,0.0037233634,0.0054196403,297.0,275.0
1934,Lasp1,0.0040565147,0.006206086,188.0,139.0
1935,Atp6v1b2,0.00294916,0.0037707228,574.0,674.0
1936,Nfat5,0.0038992262,0.0053746067,239.0,284.0
1937,Susd6,0.0037958026,0.0049358224,268.0,378.0
1938,Zcchc24,0.0036107823,0.004757217,347.0,438.0
1939,mt-Nd4,0.0033228174,0.003952154,436.0,637.0
1940,mt-Co1,0.004279526,0.005896901,138.0,189.0
1941,Pkd1,0.0031597305,0.004622797,502.0,473.0
1942,Por,0.003649633,0.004971079,328.0,371.0
1943,Tbl1xr1,0.0031378018,0.0044319206,509.0,524.0
1944,Mapkapk2,0.0034572314,0.0044918233,396.0,508.0
1945,B4galt1,0.0039102538,0.006581011,231.0,100.0
1946,Ly6d,0.00019462821,0.0006530258,1826.0,1576.0
1947,Sftpd,0.00013727782,0.00036663373,1890.0,1737.0
1948,F10,0.0009148747,0.004197318,1328.0,575.0
1949,Treh,1.04012515e-05,9.660933e-05,1955.0,1939.0
1950,Sst,0.00012608734,0.00037919,1902.0,1726.0
1951,Cdh22,0.00012589271,0.00055307784,1903.0,1621.0
1952,Acsm2,0.00012100425,0.00040183286,1906.0,1715.0
1953,Sftpa1,0.00013710534,0.00033154656,1891.0,1771.0
1954,Traj27,0.00018178798,0.00019192725,1841.0,1890.0
1955,Tnfrsf17,0.0010173543,0.0067296647,1279.0,84.0
1956,Gm13287,0.00037181572,0.00037259088,1661.0,1732.0
1957,Gm21028,0.00016390963,0.0005123482,1861.0,1648.0
1958,Lrrc26,0.00022166982,0.0021725884,1793.0,1047.0
1959,Lsmem2,0.00014085193,0.0002549474,1886.0,1834.0
